index,Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
1472,Total,Total,Pernik,124,2020,49,37.0,51.0,57.0,57.0,47.0,49.8,7.4,1.96,6.5,43.3,56.3,74.2,6.5,149.0,28.8,49.8 (±6.5),74.2 (±6.5),149.0% (±28.8%)
1473,Total,Total,Kyustendil,127,2020,49,54.0,46.0,48.0,50.0,53.0,50.2,3.0,1.96,2.6,47.6,52.800000000000004,76.8,2.6,153.0,12.5,50.2 (±2.6),76.8 (±2.6),153.0% (±12.5%)
1474,Total,Total,Yuzhen tsentralen,1003,2020,49,394.0,448.0,388.0,459.0,407.0,419.2,28.9,1.96,25.3,393.9,444.5,583.8,25.3,139.3,13.7,419.2 (±25.3),583.8 (±25.3),139.3% (±13.7%)
1475,Total,Total,Plovdiv,476,2020,49,182.0,217.0,198.0,217.0,189.0,200.6,14.3,1.96,12.5,188.1,213.1,275.4,12.5,137.3,13.9,200.6 (±12.5),275.4 (±12.5),137.3% (±13.9%)
1476,Total,Total,Haskovo,179,2020,49,70.0,73.0,62.0,74.0,72.0,70.2,4.3,1.96,3.8,66.4,74.0,108.8,3.8,155.0,13.1,70.2 (±3.8),108.8 (±3.8),155.0% (±13.1%)
1477,Total,Total,Pazardzhik,226,2020,49,68.0,78.0,66.0,82.0,79.0,74.6,6.4,1.96,5.6,69.0,80.19999999999999,151.4,5.6,202.9,21.1,74.6 (±5.6),151.4 (±5.6),202.9% (±21.1%)
1478,Total,Total,Smolyan,60,2020,49,37.0,34.0,29.0,35.0,30.0,33.0,3.0,1.96,2.6,30.4,35.6,27.0,2.6,81.8,13.3,33.0 (±2.6),27.0 (±2.6),81.8% (±13.3%)
1479,Total,Total,Kardzhali,62,2020,49,37.0,46.0,33.0,51.0,37.0,40.8,6.6,1.96,5.8,35.0,46.599999999999994,21.2,5.8,52.0,19.0,40.8 (±5.8),21.2 (±5.8),52.0% (±19.0%)
1480,Total,Total,Bulgaria,4369,2020,50,2127.0,2277.0,2109.0,2343.0,2112.0,2193.6,97.5,1.96,85.5,2108.1,2279.1,2175.4,85.5,99.2,7.5,2193.6 (±85.5),2175.4 (±85.5),99.2% (±7.5%)
1481,Total,Total,Severna i yugoiztochna Bulgaria,2316,2020,50,1175.0,1243.0,1149.0,1260.0,1126.0,1190.6,52.4,1.96,45.9,1144.6999999999998,1236.5,1125.4,45.9,94.5,7.2,1190.6 (±45.9),1125.4 (±45.9),94.5% (±7.2%)
1482,Total,Total,Severozapaden,612,2020,50,320.0,332.0,303.0,348.0,283.0,317.2,22.6,1.96,19.8,297.4,337.0,294.8,19.8,92.9,11.3,317.2 (±19.8),294.8 (±19.8),92.9% (±11.3%)
1483,Total,Total,Vidin,88,2020,50,47.0,54.0,37.0,49.0,39.0,45.2,6.3,1.96,5.5,39.7,50.7,42.8,5.5,94.7,21.1,45.2 (±5.5),42.8 (±5.5),94.7% (±21.1%)
1484,Total,Total,Montana,126,2020,50,65.0,59.0,50.0,57.0,57.0,57.6,4.8,1.96,4.2,53.4,61.800000000000004,68.4,4.2,118.8,14.9,57.6 (±4.2),68.4 (±4.2),118.8% (±14.9%)
1485,Total,Total,Vratsa,111,2020,50,56.0,56.0,78.0,69.0,69.0,65.6,8.5,1.96,7.5,58.099999999999994,73.1,45.4,7.5,69.2,17.4,65.6 (±7.5),45.4 (±7.5),69.2% (±17.4%)
1486,Total,Total,Pleven,187,2020,50,101.0,101.0,83.0,108.0,77.0,94.0,11.9,1.96,10.4,83.6,104.4,93.0,10.4,98.9,19.8,94.0 (±10.4),93.0 (±10.4),98.9% (±19.8%)
1487,Total,Total,Lovech,100,2020,50,51.0,62.0,55.0,65.0,41.0,54.8,8.5,1.96,7.5,47.3,62.3,45.2,7.5,82.5,22.0,54.8 (±7.5),45.2 (±7.5),82.5% (±22.0%)
1488,Total,Total,Severen tsentralen,598,2020,50,242.0,308.0,268.0,289.0,273.0,276.0,22.0,1.96,19.3,256.7,295.3,322.0,19.3,116.7,14.2,276.0 (±19.3),322.0 (±19.3),116.7% (±14.2%)
1489,Total,Total,Veliko Tarnovo,176,2020,50,68.0,92.0,76.0,84.0,84.0,80.8,8.2,1.96,7.2,73.6,88.0,95.2,7.2,117.8,17.8,80.8 (±7.2),95.2 (±7.2),117.8% (±17.8%)
1490,Total,Total,Gabrovo,78,2020,50,47.0,57.0,46.0,42.0,35.0,45.4,7.2,1.96,6.3,39.1,51.699999999999996,32.6,6.3,71.8,20.9,45.4 (±6.3),32.6 (±6.3),71.8% (±20.9%)
1491,Total,Total,Ruse,168,2020,50,60.0,87.0,61.0,75.0,79.0,72.4,10.5,1.96,9.2,63.2,81.60000000000001,95.6,9.2,132.0,26.1,72.4 (±9.2),95.6 (±9.2),132.0% (±26.1%)
1492,Total,Total,Razgrad,87,2020,50,31.0,42.0,36.0,40.0,46.0,39.0,5.1,1.96,4.5,34.5,43.5,48.0,4.5,123.1,23.1,39.0 (±4.5),48.0 (±4.5),123.1% (±23.1%)
1493,Total,Total,Silistra,89,2020,50,36.0,30.0,49.0,48.0,29.0,38.4,8.6,1.96,7.5,30.9,45.9,50.6,7.5,131.8,37.9,38.4 (±7.5),50.6 (±7.5),131.8% (±37.9%)
1494,Total,Total,Severoiztochen,481,2020,50,285.0,276.0,261.0,269.0,281.0,274.4,8.6,1.96,7.5,266.9,281.9,206.6,7.5,75.3,4.7,274.4 (±7.5),206.6 (±7.5),75.3% (±4.7%)
1495,Total,Total,Varna,213,2020,50,110.0,135.0,121.0,129.0,125.0,124.0,8.4,1.96,7.4,116.6,131.4,89.0,7.4,71.8,9.7,124.0 (±7.4),89.0 (±7.4),71.8% (±9.7%)
1496,Total,Total,Dobrich,101,2020,50,64.0,56.0,59.0,52.0,57.0,57.6,3.9,1.96,3.4,54.2,61.0,43.4,3.4,75.3,9.7,57.6 (±3.4),43.4 (±3.4),75.3% (±9.7%)
1497,Total,Total,Shumen,115,2020,50,67.0,45.0,48.0,52.0,61.0,54.6,8.2,1.96,7.2,47.4,61.800000000000004,60.4,7.2,110.6,24.5,54.6 (±7.2),60.4 (±7.2),110.6% (±24.5%)
1498,Total,Total,Targovishte,52,2020,50,44.0,40.0,33.0,36.0,38.0,38.2,3.7,1.96,3.2,35.0,41.400000000000006,13.8,3.2,36.1,10.5,38.2 (±3.2),13.8 (±3.2),36.1% (±10.5%)
1499,Total,Total,Yugoiztochen,625,2020,50,328.0,327.0,317.0,354.0,289.0,323.0,20.9,1.96,18.3,304.7,341.3,302.0,18.3,93.5,10.4,323.0 (±18.3),302.0 (±18.3),93.5% (±10.4%)
1500,Total,Total,Burgas,224,2020,50,108.0,108.0,105.0,139.0,94.0,110.8,15.0,1.96,13.1,97.7,123.89999999999999,113.2,13.1,102.2,21.4,110.8 (±13.1),113.2 (±13.1),102.2% (±21.4%)
1501,Total,Total,Sliven,125,2020,50,59.0,69.0,53.0,66.0,55.0,60.4,6.2,1.96,5.4,55.0,65.8,64.6,5.4,107.0,17.0,60.4 (±5.4),64.6 (±5.4),107.0% (±17.0%)
1502,Total,Total,Yambol,78,2020,50,43.0,53.0,64.0,38.0,39.0,47.4,9.9,1.96,8.7,38.7,56.099999999999994,30.6,8.7,64.6,25.6,47.4 (±8.7),30.6 (±8.7),64.6% (±25.6%)
1503,Total,Total,Stara Zagora,198,2020,50,118.0,97.0,95.0,111.0,101.0,104.4,8.8,1.96,7.7,96.7,112.10000000000001,93.6,7.7,89.7,13.1,104.4 (±7.7),93.6 (±7.7),89.7% (±13.1%)
1504,Total,Total,Yugozapadna i yuzhna tsentralna Bulgaria,2053,2020,50,952.0,1034.0,960.0,1083.0,986.0,1003.0,49.2,1.96,43.1,959.9,1046.1,1050.0,43.1,104.7,8.4,1003.0 (±43.1),1050.0 (±43.1),104.7% (±8.4%)
1505,Total,Total,Yugozapaden,1104,2020,50,565.0,586.0,550.0,622.0,590.0,582.6,24.5,1.96,21.5,561.1,604.1,521.4,21.5,89.5,6.7,582.6 (±21.5),521.4 (±21.5),89.5% (±6.7%)
1506,Total,Total,Sofia (stolitsa),578,2020,50,297.0,301.0,304.0,356.0,320.0,315.6,21.7,1.96,19.0,296.6,334.6,262.4,19.0,83.1,10.4,315.6 (±19.0),262.4 (±19.0),83.1% (±10.4%)
1507,Total,Total,Sofia,171,2020,50,83.0,88.0,84.0,88.0,92.0,87.0,3.2,1.96,2.8,84.2,89.8,84.0,2.8,96.6,6.2,87.0 (±2.8),84.0 (±2.8),96.6% (±6.2%)
1508,Total,Total,Blagoevgrad,160,2020,50,85.0,90.0,76.0,83.0,83.0,83.4,4.5,1.96,3.9,79.5,87.30000000000001,76.6,3.9,91.8,8.5,83.4 (±3.9),76.6 (±3.9),91.8% (±8.5%)
1509,Total,Total,Pernik,98,2020,50,58.0,57.0,44.0,46.0,52.0,51.4,5.6,1.96,4.9,46.5,56.3,46.6,4.9,90.7,16.6,51.4 (±4.9),46.6 (±4.9),90.7% (±16.6%)
1510,Total,Total,Kyustendil,97,2020,50,42.0,50.0,42.0,49.0,43.0,45.2,3.5,1.96,3.1,42.1,48.300000000000004,51.8,3.1,114.6,13.8,45.2 (±3.1),51.8 (±3.1),114.6% (±13.8%)
1511,Total,Total,Yuzhen tsentralen,949,2020,50,387.0,448.0,410.0,461.0,396.0,420.4,29.1,1.96,25.5,394.9,445.9,528.6,25.5,125.7,12.9,420.4 (±25.5),528.6 (±25.5),125.7% (±12.9%)
1512,Total,Total,Plovdiv,437,2020,50,181.0,194.0,185.0,211.0,172.0,188.6,13.2,1.96,11.6,177.0,200.2,248.4,11.6,131.7,13.4,188.6 (±11.6),248.4 (±11.6),131.7% (±13.4%)
1513,Total,Total,Haskovo,174,2020,50,76.0,86.0,77.0,84.0,65.0,77.6,7.4,1.96,6.5,71.1,84.1,96.4,6.5,124.2,17.3,77.6 (±6.5),96.4 (±6.5),124.2% (±17.3%)
