Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc
(55-59),Female,Gabrovo,0,2020,24,2.0,1.0,1.0,0.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,-0.8,0.6
(60-64),Female,Gabrovo,0,2020,24,2.0,1.0,1.0,0.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,-0.8,0.6
(40-44),Female,Ruse,1,2020,24,2.0,4.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,-3.4,1.4
(45-49),Female,Ruse,1,2020,24,2.0,4.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,-3.4,1.4
(50-54),Female,Ruse,0,2020,24,2.0,4.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,-4.4,1.4
(55-59),Female,Ruse,2,2020,24,2.0,4.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,-2.4,1.4
(60-64),Female,Ruse,0,2020,24,2.0,4.0,5.0,7.0,4.0,4.4,1.6,1.96,1.4,3.0000000000000004,5.800000000000001,-4.4,1.4
(40-44),Female,Razgrad,0,2020,24,2.0,5.0,1.0,4.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,-2.6,1.4
(45-49),Female,Razgrad,0,2020,24,2.0,5.0,1.0,4.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,-2.6,1.4
(50-54),Female,Razgrad,0,2020,24,2.0,5.0,1.0,4.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,-2.6,1.4
(55-59),Female,Razgrad,0,2020,24,2.0,5.0,1.0,4.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,-2.6,1.4
(60-64),Female,Razgrad,2,2020,24,2.0,5.0,1.0,4.0,1.0,2.6,1.6,1.96,1.4,1.2000000000000002,4.0,-0.6,1.4
(40-44),Female,Silistra,0,2020,24,2.0,3.0,3.0,0.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-2.4,1.2
(45-49),Female,Silistra,0,2020,24,2.0,3.0,3.0,0.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-2.4,1.2
(50-54),Female,Silistra,1,2020,24,2.0,3.0,3.0,0.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-1.4,1.2
(55-59),Female,Silistra,1,2020,24,2.0,3.0,3.0,0.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-1.4,1.2
(60-64),Female,Silistra,0,2020,24,2.0,3.0,3.0,0.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-2.4,1.2
(40-44),Female,Severoiztochen,1,2020,24,18.0,11.0,19.0,15.0,24.0,17.4,4.3,1.96,3.8,13.599999999999998,21.2,-16.4,3.8
(45-49),Female,Severoiztochen,5,2020,24,18.0,11.0,19.0,15.0,24.0,17.4,4.3,1.96,3.8,13.599999999999998,21.2,-12.4,3.8
(50-54),Female,Severoiztochen,1,2020,24,18.0,11.0,19.0,15.0,24.0,17.4,4.3,1.96,3.8,13.599999999999998,21.2,-16.4,3.8
(55-59),Female,Severoiztochen,2,2020,24,18.0,11.0,19.0,15.0,24.0,17.4,4.3,1.96,3.8,13.599999999999998,21.2,-15.4,3.8
(60-64),Female,Severoiztochen,4,2020,24,18.0,11.0,19.0,15.0,24.0,17.4,4.3,1.96,3.8,13.599999999999998,21.2,-13.4,3.8
(40-44),Female,Varna,1,2020,24,8.0,4.0,8.0,8.0,8.0,7.2,1.6,1.96,1.4,5.800000000000001,8.6,-6.2,1.4
(45-49),Female,Varna,3,2020,24,8.0,4.0,8.0,8.0,8.0,7.2,1.6,1.96,1.4,5.800000000000001,8.6,-4.2,1.4
(50-54),Female,Varna,1,2020,24,8.0,4.0,8.0,8.0,8.0,7.2,1.6,1.96,1.4,5.800000000000001,8.6,-6.2,1.4
(55-59),Female,Varna,1,2020,24,8.0,4.0,8.0,8.0,8.0,7.2,1.6,1.96,1.4,5.800000000000001,8.6,-6.2,1.4
(60-64),Female,Varna,2,2020,24,8.0,4.0,8.0,8.0,8.0,7.2,1.6,1.96,1.4,5.800000000000001,8.6,-5.2,1.4
(40-44),Female,Dobrich,0,2020,24,3.0,5.0,5.0,4.0,9.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,-5.2,1.8
(45-49),Female,Dobrich,1,2020,24,3.0,5.0,5.0,4.0,9.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,-4.2,1.8
(50-54),Female,Dobrich,0,2020,24,3.0,5.0,5.0,4.0,9.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,-5.2,1.8
(55-59),Female,Dobrich,0,2020,24,3.0,5.0,5.0,4.0,9.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,-5.2,1.8
(60-64),Female,Dobrich,2,2020,24,3.0,5.0,5.0,4.0,9.0,5.2,2.0,1.96,1.8,3.4000000000000004,7.0,-3.2,1.8
(40-44),Female,Shumen,0,2020,24,4.0,0.0,4.0,3.0,2.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-2.6,1.3
(45-49),Female,Shumen,0,2020,24,4.0,0.0,4.0,3.0,2.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-2.6,1.3
(50-54),Female,Shumen,0,2020,24,4.0,0.0,4.0,3.0,2.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-2.6,1.3
(55-59),Female,Shumen,0,2020,24,4.0,0.0,4.0,3.0,2.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-2.6,1.3
(60-64),Female,Shumen,0,2020,24,4.0,0.0,4.0,3.0,2.0,2.6,1.5,1.96,1.3,1.3,3.9000000000000004,-2.6,1.3
(40-44),Female,Targovishte,0,2020,24,3.0,2.0,2.0,0.0,5.0,2.4,1.6,1.96,1.4,1.0,3.8,-2.4,1.4
(45-49),Female,Targovishte,1,2020,24,3.0,2.0,2.0,0.0,5.0,2.4,1.6,1.96,1.4,1.0,3.8,-1.4,1.4
(50-54),Female,Targovishte,0,2020,24,3.0,2.0,2.0,0.0,5.0,2.4,1.6,1.96,1.4,1.0,3.8,-2.4,1.4
(55-59),Female,Targovishte,1,2020,24,3.0,2.0,2.0,0.0,5.0,2.4,1.6,1.96,1.4,1.0,3.8,-1.4,1.4
(60-64),Female,Targovishte,0,2020,24,3.0,2.0,2.0,0.0,5.0,2.4,1.6,1.96,1.4,1.0,3.8,-2.4,1.4
(40-44),Female,Yugoiztochen,2,2020,24,15.0,14.0,28.0,14.0,19.0,18.0,5.3,1.96,4.6,13.4,22.6,-16.0,4.6
(45-49),Female,Yugoiztochen,0,2020,24,15.0,14.0,28.0,14.0,19.0,18.0,5.3,1.96,4.6,13.4,22.6,-18.0,4.6
(50-54),Female,Yugoiztochen,3,2020,24,15.0,14.0,28.0,14.0,19.0,18.0,5.3,1.96,4.6,13.4,22.6,-15.0,4.6
(55-59),Female,Yugoiztochen,4,2020,24,15.0,14.0,28.0,14.0,19.0,18.0,5.3,1.96,4.6,13.4,22.6,-14.0,4.6
(60-64),Female,Yugoiztochen,12,2020,24,15.0,14.0,28.0,14.0,19.0,18.0,5.3,1.96,4.6,13.4,22.6,-6.0,4.6
(40-44),Female,Burgas,1,2020,24,5.0,5.0,11.0,7.0,6.0,6.8,2.2,1.96,1.9,4.9,8.7,-5.8,1.9
(45-49),Female,Burgas,0,2020,24,5.0,5.0,11.0,7.0,6.0,6.8,2.2,1.96,1.9,4.9,8.7,-6.8,1.9
(50-54),Female,Burgas,1,2020,24,5.0,5.0,11.0,7.0,6.0,6.8,2.2,1.96,1.9,4.9,8.7,-5.8,1.9
(55-59),Female,Burgas,2,2020,24,5.0,5.0,11.0,7.0,6.0,6.8,2.2,1.96,1.9,4.9,8.7,-4.8,1.9
(60-64),Female,Burgas,3,2020,24,5.0,5.0,11.0,7.0,6.0,6.8,2.2,1.96,1.9,4.9,8.7,-3.8,1.9
(40-44),Female,Sliven,0,2020,24,6.0,5.0,4.0,1.0,8.0,4.8,2.3,1.96,2.0,2.8,6.8,-4.8,2.0
(45-49),Female,Sliven,0,2020,24,6.0,5.0,4.0,1.0,8.0,4.8,2.3,1.96,2.0,2.8,6.8,-4.8,2.0
(50-54),Female,Sliven,0,2020,24,6.0,5.0,4.0,1.0,8.0,4.8,2.3,1.96,2.0,2.8,6.8,-4.8,2.0
(55-59),Female,Sliven,0,2020,24,6.0,5.0,4.0,1.0,8.0,4.8,2.3,1.96,2.0,2.8,6.8,-4.8,2.0
(60-64),Female,Sliven,2,2020,24,6.0,5.0,4.0,1.0,8.0,4.8,2.3,1.96,2.0,2.8,6.8,-2.8,2.0
(40-44),Female,Yambol,1,2020,24,1.0,0.0,2.0,2.0,2.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-0.4,0.7
(45-49),Female,Yambol,0,2020,24,1.0,0.0,2.0,2.0,2.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-1.4,0.7
(50-54),Female,Yambol,1,2020,24,1.0,0.0,2.0,2.0,2.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-0.4,0.7
(55-59),Female,Yambol,0,2020,24,1.0,0.0,2.0,2.0,2.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,-1.4,0.7
(60-64),Female,Yambol,2,2020,24,1.0,0.0,2.0,2.0,2.0,1.4,0.8,1.96,0.7,0.7,2.0999999999999996,0.6,0.7
(40-44),Female,Stara Zagora,0,2020,24,3.0,4.0,11.0,4.0,3.0,5.0,3.0,1.96,2.6,2.4,7.6,-5.0,2.6
(45-49),Female,Stara Zagora,0,2020,24,3.0,4.0,11.0,4.0,3.0,5.0,3.0,1.96,2.6,2.4,7.6,-5.0,2.6
(50-54),Female,Stara Zagora,1,2020,24,3.0,4.0,11.0,4.0,3.0,5.0,3.0,1.96,2.6,2.4,7.6,-4.0,2.6
(55-59),Female,Stara Zagora,2,2020,24,3.0,4.0,11.0,4.0,3.0,5.0,3.0,1.96,2.6,2.4,7.6,-3.0,2.6
(60-64),Female,Stara Zagora,5,2020,24,3.0,4.0,11.0,4.0,3.0,5.0,3.0,1.96,2.6,2.4,7.6,0.0,2.6
(40-44),Female,Yugozapadna i yuzhna tsentralna Bulgaria,2,2020,24,48.0,59.0,56.0,45.0,57.0,53.0,5.5,1.96,4.8,48.2,57.8,-51.0,4.8
(45-49),Female,Yugozapadna i yuzhna tsentralna Bulgaria,5,2020,24,48.0,59.0,56.0,45.0,57.0,53.0,5.5,1.96,4.8,48.2,57.8,-48.0,4.8
(50-54),Female,Yugozapadna i yuzhna tsentralna Bulgaria,10,2020,24,48.0,59.0,56.0,45.0,57.0,53.0,5.5,1.96,4.8,48.2,57.8,-43.0,4.8
(55-59),Female,Yugozapadna i yuzhna tsentralna Bulgaria,19,2020,24,48.0,59.0,56.0,45.0,57.0,53.0,5.5,1.96,4.8,48.2,57.8,-34.0,4.8
(60-64),Female,Yugozapadna i yuzhna tsentralna Bulgaria,25,2020,24,48.0,59.0,56.0,45.0,57.0,53.0,5.5,1.96,4.8,48.2,57.8,-28.0,4.8
(40-44),Female,Yugozapaden,2,2020,24,25.0,35.0,34.0,30.0,35.0,31.8,3.9,1.96,3.4,28.400000000000002,35.2,-29.8,3.4
(45-49),Female,Yugozapaden,3,2020,24,25.0,35.0,34.0,30.0,35.0,31.8,3.9,1.96,3.4,28.400000000000002,35.2,-28.8,3.4
(50-54),Female,Yugozapaden,7,2020,24,25.0,35.0,34.0,30.0,35.0,31.8,3.9,1.96,3.4,28.400000000000002,35.2,-24.8,3.4
(55-59),Female,Yugozapaden,12,2020,24,25.0,35.0,34.0,30.0,35.0,31.8,3.9,1.96,3.4,28.400000000000002,35.2,-19.8,3.4
(60-64),Female,Yugozapaden,16,2020,24,25.0,35.0,34.0,30.0,35.0,31.8,3.9,1.96,3.4,28.400000000000002,35.2,-15.8,3.4
(40-44),Female,Sofia (stolitsa),1,2020,24,13.0,23.0,22.0,16.0,20.0,18.8,3.8,1.96,3.3,15.5,22.1,-17.8,3.3
(45-49),Female,Sofia (stolitsa),1,2020,24,13.0,23.0,22.0,16.0,20.0,18.8,3.8,1.96,3.3,15.5,22.1,-17.8,3.3
(50-54),Female,Sofia (stolitsa),2,2020,24,13.0,23.0,22.0,16.0,20.0,18.8,3.8,1.96,3.3,15.5,22.1,-16.8,3.3
(55-59),Female,Sofia (stolitsa),8,2020,24,13.0,23.0,22.0,16.0,20.0,18.8,3.8,1.96,3.3,15.5,22.1,-10.8,3.3
(60-64),Female,Sofia (stolitsa),12,2020,24,13.0,23.0,22.0,16.0,20.0,18.8,3.8,1.96,3.3,15.5,22.1,-6.8,3.3
(40-44),Female,Sofia,1,2020,24,5.0,6.0,7.0,4.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,-4.6,0.9
(45-49),Female,Sofia,0,2020,24,5.0,6.0,7.0,4.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,-5.6,0.9
(50-54),Female,Sofia,1,2020,24,5.0,6.0,7.0,4.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,-4.6,0.9
(55-59),Female,Sofia,1,2020,24,5.0,6.0,7.0,4.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,-4.6,0.9
(60-64),Female,Sofia,0,2020,24,5.0,6.0,7.0,4.0,6.0,5.6,1.0,1.96,0.9,4.699999999999999,6.5,-5.6,0.9
(40-44),Female,Blagoevgrad,0,2020,24,1.0,3.0,4.0,4.0,4.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,-3.2,1.1
(45-49),Female,Blagoevgrad,1,2020,24,1.0,3.0,4.0,4.0,4.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,-2.2,1.1
(50-54),Female,Blagoevgrad,3,2020,24,1.0,3.0,4.0,4.0,4.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,-0.2,1.1
(55-59),Female,Blagoevgrad,1,2020,24,1.0,3.0,4.0,4.0,4.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,-2.2,1.1
(60-64),Female,Blagoevgrad,3,2020,24,1.0,3.0,4.0,4.0,4.0,3.2,1.2,1.96,1.1,2.1,4.300000000000001,-0.2,1.1
(40-44),Female,Pernik,0,2020,24,2.0,1.0,0.0,5.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,-1.8,1.5
(45-49),Female,Pernik,0,2020,24,2.0,1.0,0.0,5.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,-1.8,1.5
(50-54),Female,Pernik,0,2020,24,2.0,1.0,0.0,5.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,-1.8,1.5
(55-59),Female,Pernik,0,2020,24,2.0,1.0,0.0,5.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,-1.8,1.5
(60-64),Female,Pernik,0,2020,24,2.0,1.0,0.0,5.0,1.0,1.8,1.7,1.96,1.5,0.30000000000000004,3.3,-1.8,1.5
(40-44),Female,Kyustendil,0,2020,24,4.0,2.0,1.0,1.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-2.4,1.2
(45-49),Female,Kyustendil,1,2020,24,4.0,2.0,1.0,1.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-1.4,1.2
(50-54),Female,Kyustendil,1,2020,24,4.0,2.0,1.0,1.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-1.4,1.2
(55-59),Female,Kyustendil,2,2020,24,4.0,2.0,1.0,1.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-0.4,1.2
(60-64),Female,Kyustendil,1,2020,24,4.0,2.0,1.0,1.0,4.0,2.4,1.4,1.96,1.2,1.2,3.5999999999999996,-1.4,1.2
(40-44),Female,Yuzhen tsentralen,0,2020,24,23.0,24.0,22.0,15.0,22.0,21.2,3.2,1.96,2.8,18.4,24.0,-21.2,2.8
(45-49),Female,Yuzhen tsentralen,2,2020,24,23.0,24.0,22.0,15.0,22.0,21.2,3.2,1.96,2.8,18.4,24.0,-19.2,2.8
(50-54),Female,Yuzhen tsentralen,3,2020,24,23.0,24.0,22.0,15.0,22.0,21.2,3.2,1.96,2.8,18.4,24.0,-18.2,2.8
(55-59),Female,Yuzhen tsentralen,7,2020,24,23.0,24.0,22.0,15.0,22.0,21.2,3.2,1.96,2.8,18.4,24.0,-14.2,2.8
(60-64),Female,Yuzhen tsentralen,9,2020,24,23.0,24.0,22.0,15.0,22.0,21.2,3.2,1.96,2.8,18.4,24.0,-12.2,2.8
(40-44),Female,Plovdiv,0,2020,24,11.0,15.0,13.0,10.0,7.0,11.2,2.7,1.96,2.4,8.799999999999999,13.6,-11.2,2.4
(45-49),Female,Plovdiv,0,2020,24,11.0,15.0,13.0,10.0,7.0,11.2,2.7,1.96,2.4,8.799999999999999,13.6,-11.2,2.4
(50-54),Female,Plovdiv,1,2020,24,11.0,15.0,13.0,10.0,7.0,11.2,2.7,1.96,2.4,8.799999999999999,13.6,-10.2,2.4
(55-59),Female,Plovdiv,2,2020,24,11.0,15.0,13.0,10.0,7.0,11.2,2.7,1.96,2.4,8.799999999999999,13.6,-9.2,2.4
(60-64),Female,Plovdiv,2,2020,24,11.0,15.0,13.0,10.0,7.0,11.2,2.7,1.96,2.4,8.799999999999999,13.6,-9.2,2.4
(40-44),Female,Haskovo,0,2020,24,5.0,1.0,3.0,1.0,4.0,2.8,1.6,1.96,1.4,1.4,4.199999999999999,-2.8,1.4
(45-49),Female,Haskovo,0,2020,24,5.0,1.0,3.0,1.0,4.0,2.8,1.6,1.96,1.4,1.4,4.199999999999999,-2.8,1.4
(50-54),Female,Haskovo,0,2020,24,5.0,1.0,3.0,1.0,4.0,2.8,1.6,1.96,1.4,1.4,4.199999999999999,-2.8,1.4
(55-59),Female,Haskovo,2,2020,24,5.0,1.0,3.0,1.0,4.0,2.8,1.6,1.96,1.4,1.4,4.199999999999999,-0.8,1.4
(60-64),Female,Haskovo,6,2020,24,5.0,1.0,3.0,1.0,4.0,2.8,1.6,1.96,1.4,1.4,4.199999999999999,3.2,1.4
(40-44),Female,Pazardzhik,0,2020,24,4.0,4.0,1.0,2.0,6.0,3.4,1.7,1.96,1.5,1.9,4.9,-3.4,1.5
(45-49),Female,Pazardzhik,1,2020,24,4.0,4.0,1.0,2.0,6.0,3.4,1.7,1.96,1.5,1.9,4.9,-2.4,1.5
(50-54),Female,Pazardzhik,2,2020,24,4.0,4.0,1.0,2.0,6.0,3.4,1.7,1.96,1.5,1.9,4.9,-1.4,1.5
(55-59),Female,Pazardzhik,1,2020,24,4.0,4.0,1.0,2.0,6.0,3.4,1.7,1.96,1.5,1.9,4.9,-2.4,1.5
(60-64),Female,Pazardzhik,1,2020,24,4.0,4.0,1.0,2.0,6.0,3.4,1.7,1.96,1.5,1.9,4.9,-2.4,1.5
(40-44),Female,Smolyan,0,2020,24,1.0,1.0,2.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,-1.2,0.4
(45-49),Female,Smolyan,1,2020,24,1.0,1.0,2.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,-0.2,0.4
(50-54),Female,Smolyan,0,2020,24,1.0,1.0,2.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,-1.2,0.4
(55-59),Female,Smolyan,2,2020,24,1.0,1.0,2.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,0.8,0.4
(60-64),Female,Smolyan,0,2020,24,1.0,1.0,2.0,1.0,1.0,1.2,0.4,1.96,0.4,0.7999999999999999,1.6,-1.2,0.4
(40-44),Female,Kardzhali,0,2020,24,2.0,3.0,3.0,1.0,4.0,2.6,1.0,1.96,0.9,1.7000000000000002,3.5,-2.6,0.9
(45-49),Female,Kardzhali,0,2020,24,2.0,3.0,3.0,1.0,4.0,2.6,1.0,1.96,0.9,1.7000000000000002,3.5,-2.6,0.9
(50-54),Female,Kardzhali,0,2020,24,2.0,3.0,3.0,1.0,4.0,2.6,1.0,1.96,0.9,1.7000000000000002,3.5,-2.6,0.9
(55-59),Female,Kardzhali,0,2020,24,2.0,3.0,3.0,1.0,4.0,2.6,1.0,1.96,0.9,1.7000000000000002,3.5,-2.6,0.9
(60-64),Female,Kardzhali,0,2020,24,2.0,3.0,3.0,1.0,4.0,2.6,1.0,1.96,0.9,1.7000000000000002,3.5,-2.6,0.9
(40-44),Male,Bulgaria,21,2020,24,272.0,258.0,261.0,216.0,245.0,250.4,19.2,1.96,16.8,233.6,267.2,-229.4,16.8
(45-49),Male,Bulgaria,36,2020,24,272.0,258.0,261.0,216.0,245.0,250.4,19.2,1.96,16.8,233.6,267.2,-214.4,16.8
(50-54),Male,Bulgaria,44,2020,24,272.0,258.0,261.0,216.0,245.0,250.4,19.2,1.96,16.8,233.6,267.2,-206.4,16.8
(55-59),Male,Bulgaria,66,2020,24,272.0,258.0,261.0,216.0,245.0,250.4,19.2,1.96,16.8,233.6,267.2,-184.4,16.8
(60-64),Male,Bulgaria,107,2020,24,272.0,258.0,261.0,216.0,245.0,250.4,19.2,1.96,16.8,233.6,267.2,-143.4,16.8
(40-44),Male,Severna i yugoiztochna Bulgaria,9,2020,24,125.0,135.0,144.0,106.0,129.0,127.8,12.6,1.96,11.0,116.8,138.8,-118.8,11.0
(45-49),Male,Severna i yugoiztochna Bulgaria,22,2020,24,125.0,135.0,144.0,106.0,129.0,127.8,12.6,1.96,11.0,116.8,138.8,-105.8,11.0
(50-54),Male,Severna i yugoiztochna Bulgaria,24,2020,24,125.0,135.0,144.0,106.0,129.0,127.8,12.6,1.96,11.0,116.8,138.8,-103.8,11.0
(55-59),Male,Severna i yugoiztochna Bulgaria,38,2020,24,125.0,135.0,144.0,106.0,129.0,127.8,12.6,1.96,11.0,116.8,138.8,-89.8,11.0
(60-64),Male,Severna i yugoiztochna Bulgaria,55,2020,24,125.0,135.0,144.0,106.0,129.0,127.8,12.6,1.96,11.0,116.8,138.8,-72.8,11.0
(40-44),Male,Severozapaden,1,2020,24,26.0,25.0,39.0,27.0,23.0,28.0,5.7,1.96,5.0,23.0,33.0,-27.0,5.0
(45-49),Male,Severozapaden,2,2020,24,26.0,25.0,39.0,27.0,23.0,28.0,5.7,1.96,5.0,23.0,33.0,-26.0,5.0
(50-54),Male,Severozapaden,6,2020,24,26.0,25.0,39.0,27.0,23.0,28.0,5.7,1.96,5.0,23.0,33.0,-22.0,5.0
(55-59),Male,Severozapaden,6,2020,24,26.0,25.0,39.0,27.0,23.0,28.0,5.7,1.96,5.0,23.0,33.0,-22.0,5.0
(60-64),Male,Severozapaden,10,2020,24,26.0,25.0,39.0,27.0,23.0,28.0,5.7,1.96,5.0,23.0,33.0,-18.0,5.0
(40-44),Male,Vidin,0,2020,24,5.0,2.0,3.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,-3.2,1.4
(45-49),Male,Vidin,0,2020,24,5.0,2.0,3.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,-3.2,1.4
(50-54),Male,Vidin,0,2020,24,5.0,2.0,3.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,-3.2,1.4
(55-59),Male,Vidin,0,2020,24,5.0,2.0,3.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,-3.2,1.4
(60-64),Male,Vidin,0,2020,24,5.0,2.0,3.0,5.0,1.0,3.2,1.6,1.96,1.4,1.8000000000000003,4.6,-3.2,1.4
(40-44),Male,Montana,0,2020,24,3.0,2.0,5.0,4.0,4.0,3.6,1.0,1.96,0.9,2.7,4.5,-3.6,0.9
(45-49),Male,Montana,0,2020,24,3.0,2.0,5.0,4.0,4.0,3.6,1.0,1.96,0.9,2.7,4.5,-3.6,0.9
(50-54),Male,Montana,0,2020,24,3.0,2.0,5.0,4.0,4.0,3.6,1.0,1.96,0.9,2.7,4.5,-3.6,0.9
(55-59),Male,Montana,1,2020,24,3.0,2.0,5.0,4.0,4.0,3.6,1.0,1.96,0.9,2.7,4.5,-2.6,0.9
(60-64),Male,Montana,2,2020,24,3.0,2.0,5.0,4.0,4.0,3.6,1.0,1.96,0.9,2.7,4.5,-1.6,0.9
(40-44),Male,Vratsa,0,2020,24,8.0,10.0,12.0,3.0,7.0,8.0,3.0,1.96,2.6,5.4,10.6,-8.0,2.6
(45-49),Male,Vratsa,1,2020,24,8.0,10.0,12.0,3.0,7.0,8.0,3.0,1.96,2.6,5.4,10.6,-7.0,2.6
(50-54),Male,Vratsa,1,2020,24,8.0,10.0,12.0,3.0,7.0,8.0,3.0,1.96,2.6,5.4,10.6,-7.0,2.6
(55-59),Male,Vratsa,1,2020,24,8.0,10.0,12.0,3.0,7.0,8.0,3.0,1.96,2.6,5.4,10.6,-7.0,2.6
(60-64),Male,Vratsa,4,2020,24,8.0,10.0,12.0,3.0,7.0,8.0,3.0,1.96,2.6,5.4,10.6,-4.0,2.6
(40-44),Male,Pleven,1,2020,24,6.0,9.0,9.0,11.0,7.0,8.4,1.7,1.96,1.5,6.9,9.9,-7.4,1.5
(45-49),Male,Pleven,0,2020,24,6.0,9.0,9.0,11.0,7.0,8.4,1.7,1.96,1.5,6.9,9.9,-8.4,1.5
(50-54),Male,Pleven,5,2020,24,6.0,9.0,9.0,11.0,7.0,8.4,1.7,1.96,1.5,6.9,9.9,-3.4,1.5
(55-59),Male,Pleven,2,2020,24,6.0,9.0,9.0,11.0,7.0,8.4,1.7,1.96,1.5,6.9,9.9,-6.4,1.5
(60-64),Male,Pleven,2,2020,24,6.0,9.0,9.0,11.0,7.0,8.4,1.7,1.96,1.5,6.9,9.9,-6.4,1.5
(40-44),Male,Lovech,0,2020,24,4.0,2.0,10.0,4.0,4.0,4.8,2.7,1.96,2.4,2.4,7.199999999999999,-4.8,2.4
(45-49),Male,Lovech,1,2020,24,4.0,2.0,10.0,4.0,4.0,4.8,2.7,1.96,2.4,2.4,7.199999999999999,-3.8,2.4
(50-54),Male,Lovech,0,2020,24,4.0,2.0,10.0,4.0,4.0,4.8,2.7,1.96,2.4,2.4,7.199999999999999,-4.8,2.4
(55-59),Male,Lovech,2,2020,24,4.0,2.0,10.0,4.0,4.0,4.8,2.7,1.96,2.4,2.4,7.199999999999999,-2.8,2.4
(60-64),Male,Lovech,2,2020,24,4.0,2.0,10.0,4.0,4.0,4.8,2.7,1.96,2.4,2.4,7.199999999999999,-2.8,2.4
(40-44),Male,Severen tsentralen,2,2020,24,29.0,32.0,42.0,28.0,23.0,30.8,6.3,1.96,5.5,25.3,36.3,-28.8,5.5
(45-49),Male,Severen tsentralen,6,2020,24,29.0,32.0,42.0,28.0,23.0,30.8,6.3,1.96,5.5,25.3,36.3,-24.8,5.5
(50-54),Male,Severen tsentralen,9,2020,24,29.0,32.0,42.0,28.0,23.0,30.8,6.3,1.96,5.5,25.3,36.3,-21.8,5.5
(55-59),Male,Severen tsentralen,17,2020,24,29.0,32.0,42.0,28.0,23.0,30.8,6.3,1.96,5.5,25.3,36.3,-13.8,5.5
(60-64),Male,Severen tsentralen,13,2020,24,29.0,32.0,42.0,28.0,23.0,30.8,6.3,1.96,5.5,25.3,36.3,-17.8,5.5
